Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
SA507457	0	0.0200160717259529	0.0232186193642876	0.111714072535762	0	0.189066419470402	0.0199273839026049	0.0160590882780292	0.00999015277152867	0.0478017507990509	0	0.0313461848882272	0.0195330256337226	0.0469694190090557	0.0605502762761729	0.247626534411213	0	0	0.0142117369396055	0	0	0.141969263994385	0.004	0.263180627002953	0.979223912455677
SA507458	0.0217266842230879	0.0279161365317911	0.0864102596346917	0.14491812093449	0	0.170608977444304	0	0	0	0.00162217387340329	0	0.0510675480976701	0.021319826410791	0	0.0611868120310745	0.230448522731012	0.110779644826798	0	0.0549786057074719	0.0101018447189071	0	0.00691484283450873	0.037	0.158033095198321	1.01425149694326
SA507466	0.00221754778087869	0	0.000839132582204951	0.0629124017924173	0	0.176496755102046	0	0	0	0.0311793375822917	0	0.0434509763633507	0.117335300268599	0	0.0610928778109916	0.379780073019274	0.00924563997308075	0	0.0815702811268418	0	0	0.0338796765980238	0.169	0.0894530286199494	1.04935927244868
SA507467	0.0153260128277459	0	0.0102274368332792	0.0692952178135399	0	0.163817304726802	0	0.0255602569564946	0	0.0129267916709372	0	0.0407923574521356	0.0319689072498063	0.115542043351028	0.0580802387166305	0.393818401289837	0	0	0	0.0313427685450863	0.0115641481011072	0.0197381144655702	0.002	0.302008727089796	0.963537353965678
SA507469	0	0.00426351648111999	0.0211751214974145	0.0483674365873936	0	0.1973325190984	0	0.029437066174023	0.011601933847322	0	0.0050758713770919	0.0374510950845552	0.0844758149740438	0.056491367448537	0.0427715557060581	0.130991999044137	2.55378592040202e-05	0	0.298529360861019	0	0	0.0320098039596812	0.639	0.0125726947207843	1.08016832257871
SA507478	0.00594160080019926	0.00219361054322104	0.00242257244245452	0.370833717284554	0	0	0.0091761466643344	0.0264481285856103	0.0587631229125255	0	0	0.0638496096670623	0.0628159421353778	0	0.017526637880278	0.262647781286913	0	0.00439702152007206	0.107808175484798	0	0	0.0051759327925997	0.00900000000000001	0.234746886060846	0.993824684509514
SA507482	0.0820491994793458	0	0.00894517594058562	0.158508207693783	0	0.169448622998908	0	0	0	0	0.0620705294504516	0.108127662568179	0.0752524245818917	0	0.065894809426986	0.161471248077783	0	0	0.108232119782087	0	0	0	0.086	0.119139044735399	1.041374077769
SA507487	0.00278348100463507	0	0.00353883673833354	0.121683246051241	0	0.223071087676474	0	0	0	0.0183327920022075	0	0.0457990736290471	0	0	0.0385260212270391	0.451662001208921	0.00129707957852115	0	0.0835357885762773	0	0	0.00977059230730301	0.072	0.129225373009279	1.0375283826881
SA507492	0.0387600605517186	0	0.0164257889392731	0.399620537145487	0	0.0488355302473228	0.00554173010413582	0.0277597370003057	0.0332899118465648	0.0138968476343319	0	0.0342806826558886	0.0143849628891357	0	0.024701426873426	0.206915724120956	0.000295638463433405	0	0.101730922383513	0	0	0.0335604991445075	0.036	0.16104249447116	1.02987032560858
SA507494	0.0103509547924788	0	0.00133863320121051	0.0710044223366551	0	0.159211115713722	0	0	0	0	0	0.0684346489522718	0.100657613863304	0	0.0498590236508639	0.298444078899664	0.0208941246829276	0	0.183304898393237	0	0	0.0365004855136656	0.015	0.21280181012074	0.99493843948499
SA507495	0.144461662227305	0	0.0483759365381016	0.0285649987095849	0	0.234043671588511	0	0.000135749348722807	0	0.00533296339695166	0	0.0153625647155324	0.0797289403657789	0	0.0402802792661914	0.216916930688793	0	0	0	0.12051981937882	0.0025999729833924	0.0636765107923143	0.388	0.0436653838659871	1.06268422304241
SA507497	0.0464811661300587	0	0.0549480674356201	0.121825671064265	0	0.121974881600084	0	0	0	0.0734628331776606	0	0.0419539211138396	0.0540975057900421	0	0.0364434934913929	0.238188389652211	0.0843263378565453	0	0.0646342152423584	0	0.00984784081010359	0.0518156766358192	0.044	0.145342060303144	1.01840829738725
SA507504	0.00410775702258032	0	0.0375863292966413	0.321646164487527	0	0	0.105760527283339	0.0359680452936795	0	0.0470232497859883	0	0.0245360179095408	0.0154237248395224	0.0478516544329644	0.0549814407052352	0.239915352822524	0.00885031804500238	0	0.034834023763381	0	0.0116661849954765	0.00984920931659758	0.001	0.31967785895128	0.952092244992471
SA507506	0	0.0132567887727707	0.0106452118749825	0.267641036856259	0	0.189401275021942	0.00910477070328904	0.0297265457081038	0.0176794256345259	0.025621076961071	0	0.0481853547255125	0.0650738086974042	0	0.0610098973873144	0.220797652446841	0	0.00779458038983876	0.0222831810794598	0	0	0.0117793937406855	0.031	0.166420900977552	1.0276224746365
SA507507	0.0202763709428753	0	0.00895232400105328	0.0695427096963543	0	0.240282752480568	0	0	0	0	0	0.091956013521962	0.089419206686319	0	0.0544286600637456	0.20800218208636	0.0897277065468525	0	0.0574927750967995	0	0.0292211249737771	0.0406981739033329	0.335	0.0525503396035953	1.05443270603774
SA507509	0.0643683512686941	0	0.0200074410434723	0.00602537381238179	0	0.192166345924313	0	0	0	0	0	0.0797184351274896	0.113645309179438	0	0.0205708034964278	0.263275029557679	0	0.0237662711919887	0	0.0476026212740987	0.00335917942545869	0.165494838698558	0.31	0.0560357693255401	1.06950254971885
SA507513	0.0133965065048162	0	0.00958045483226241	0.207580220062465	0	0.215611021462796	0.00804187755338663	0	0	0.00879319946099144	0	0.0746715118362337	0.000476024038817286	0.0274664726726711	0.092234012724844	0.27727366165427	0.00272446833836674	0.00207517877264428	0.0365290346949033	0	0	0.0235463553905311	0.02	0.191678744728105	1.013164409976
SA507516	0.0772015450352098	0	0.012044382493525	0.0900823901392933	0	0.186711355288396	0	0	0.00339163507514514	0	0	0.067263876691081	0.0756574842049561	0	0.030134874824518	0.246554766547664	0	0	0.0846532521738827	0	0	0.126304437526329	0.414	0.0405075116535266	1.06574443734753
SA507518	0	0.0224063099569815	0.0281463347584992	0.0608628598610114	0	0.154159227578554	0.00278933915712993	0	0	0	0	0.0104335080153157	0	0.0853104580727928	0.0429196783849402	0.507687977999079	0.00167624155901131	0.00361596954634943	0.0582154454723199	0	0	0.0217766496380156	0.00900000000000001	0.233295508150739	0.998743884866427
SA507519	0.0130311405415114	0.000194013920075034	0.0131562078897128	0.139434448884122	0	0.127422833535138	0	0	0.00739454064061272	0.00118393051578872	0	0.0603446542032807	0.0513014917836846	0.0483614792132674	0.0492331693918272	0.391787218788505	0.0147872227001276	0	0.0620176543512985	0	0.00523049177199049	0.0151195018690586	0.014	0.216177159189002	0.997060568944211
SA507521	0.000199867083082818	0.00190526445612615	0.0246608261291406	0.0804686420805283	0	0.239107985363753	0	0.0057202571682266	0	0	0.0101966228635099	0.0557869336770408	0.068166350366862	0	0.0183474343783627	0.299982487314168	0.00182550008369241	0	0.150411453992935	0	0	0.0432203750425714	0.336	0.0523134248048732	1.05752334045237
SA507522	0.042118047710235	0	0.0126346478009787	0.0703142681377772	0	0.216499967763035	0	0.00945149169767534	0	0	0	0.0718938835352212	0.201235814535621	0	0.0284878031602489	0.201516995461043	0	0.0429250554427905	0	0.0409393669328573	0	0.0619826578225167	0.13	0.0988195503553379	1.04308714086243
SA507525	0.0113257425088453	0	0.0100583445689448	0.142766191492519	0	0.14573281139299	0	0.0055283893143658	0	0.0452549911692012	0	0.0613320643479873	0.0229866221482337	0	0.0767173359702826	0.273779048170234	0.0219100595572129	0	0.171035906919901	0	0	0.0115724924392822	0.025	0.180686889516511	1.00903930122962
SA507528	0	0.0021718955368476	0.0253862765345413	0.0912972906702406	0	0.244826499175881	0	0	0	0.0166231760190126	0	0.0437956228090148	0.0195541142071637	0	0.0297190513860543	0.282170433517986	0.0877043570492542	0	0.0664975561632191	0	0.0105113076002601	0.0797424193305251	0.083	0.121828834968069	1.03071179468343
SA507530	0	0.0156156516835335	0.00498362637638028	0.244465198509366	0	0.14261602167506	0	0.0123490462677064	0.023148467686386	0	0	0.042784037908649	0.0518341271591144	0.0681204494384714	0.0603759936929372	0.264132835411354	0.0218309388160721	0	0.0282261186134578	0	0	0.0195174867615118	0.016	0.201826457636085	1.00530243270564
SA507531	0	0	0	0.017295281246651	0	0.15183415521045	0	0.0132303753718681	0	0.0445512388279199	0.0377111078863784	0.0339852795993204	0.0636779809330647	0.00251645060607713	0.0210725077575004	0.288555202779638	0.00945678730903848	0.0191620063037161	0	0.0716884487798488	0.0221100590551312	0.203153118333397	0.094	0.116484216170665	1.05327038872131
SA507534	0.0205793081909987	0	0.109846051439961	0.0261361513327301	0	0.156860735195713	0	0	0	0.0622882513980044	0	0.0294368779844448	0.0347780795007321	0	0.058935568640442	0.276736002318925	0.111834041593777	0	0.0798432598425221	0.000943942014806512	0	0.0317817305469433	0.037	0.156720740798355	1.01421198603504
SA507537	0	0.00156829936150393	0.0191906360136559	0.0841503126817808	0	0.090913162426828	0.0702680592474366	0.0065124595854833	0.0756461295700495	0	0	0.0888780626186799	0.0481386498435617	0.313876165054139	0	0.185645016213362	0	0.00810999986727285	0	0	0	0.00710304751624672	0.095	0.11548413638931	1.05794928494031
SA507539	0.00535536465338185	0	0.00699998125773727	0.237084936132984	0	0.253342391067231	0	0	0.0289917808070172	0.00605628196797963	0	0.0225397367177255	0.0308197466472721	0	0.11641814985653	0.219604638513889	0.00393882006068651	0	0.0510119961945805	0	0	0.0178361761229864	0.00600000000000001	0.246973089509118	0.991377519882029
SA507540	0.0317164262664921	0	0.0524770543622408	0.358839426695239	0	0.151435912820056	0	0.0267927576316167	0.0141837289823019	0	0	0.0331963872989792	0.0250441726209861	0	0.0670064729371541	0.202908666202374	0.01784953680934	0	0.0179007681755626	0	0	0.000648689197657722	0.001	0.325477321989149	0.955803882035705
SA507542	0.0796968706691513	0	0.0626814789838231	0.0449686627925144	0	0.177969273236458	0	0.00988726968929631	0	0.0131948524756789	0	0.0252828035965473	0.0264289430806666	0	0.0367868852214232	0.370227439802987	0	0	0.143144341905029	0	0	0.00973117854642564	0.073	0.127756370749633	1.02791451202635
SA507543	0.0678385767455115	0	0.0355558672912238	0.215053842933259	0	0.273938216557124	0	0.0342487299883064	0.00612952829471664	0.0405941128412621	0	0.026765598901287	0.00600199291803	0	0.0960771496738678	0.152778837739586	0.0161470342931628	0	0.0240426863420096	0	0	0.00482782548065267	0.016	0.201550633873366	1.01569892606746
SA507546	0	0.0291719810283114	0.0355004507527746	0.232420163868942	0	0.211560989272805	0	0.0208148043879114	0.0713979120893754	0	0.0441141106308441	0	0.033229817883125	0	0.0739857444698328	0.21242877960517	0	0	0.0353752460109091	0	0	0	0.453	0.0356364668284052	1.08155446735043
SA507549	0.0386302829693293	0	0.0153551745097078	0.195441822918577	0	0.195846005914725	0.00133814387893761	0	0	0	0.0102344017554553	0.02577016940729	0.0629898352404437	0	0.103774579973203	0.259798680529589	0.00737220183026211	0	0.0752211133138005	0	0	0.00822758775868003	0.026	0.176432850492549	1.01241845508287
SA507552	0.0219873159149302	0.0458139898682662	0	0.0711835150003516	0	0.191120426477915	0.00951799333599471	0.00804344620913434	0	0.0109887277071735	0	0.0795553154020255	0.00181994846346873	0.115646137288357	0.0573243837970199	0.3654698308717	0	0	0	0.0128757029755606	0	0.0086532666881028	0.01	0.231222772337152	0.994852519987289
SA507555	0.118380157207708	0.00969863675876187	0.00378079013590904	0.129737619338785	0	0.227193855988399	0	0	0.0113275390916951	0	0	0.181757600550969	0.0115990400740765	0	0.0407971245460685	0.158423774679258	0.0126039588678064	0	0.0946999027605632	0	0	0	0.541	0.0250223323572437	1.09169480045191
SA507557	0.0661245931713904	0	0.0342843801340061	0.126880250297638	0	0.0615350401635175	0	0.0132967323438071	0.0119923572621151	0	0	0.0848139686890041	0.0193196387917686	0.0447235604679906	0.0343772284262187	0.4769059450528	0	0	0.0257463051997436	0	0	0	0.002	0.291653339558836	0.967848788913761
SA507558	0	0.00474522518117026	0.0110198242195637	0.478092227479552	0	0.116642909019332	0	0.0406152971670339	0.0571160613004711	0	0	0.0492398897690155	0.00480215518207892	0	0.0685300671126749	0.15094101619594	0	0	0.0169685801379883	0	0	0.00128674723517933	0.001	0.335188590565746	0.965778034514415
SA507561	0.0162026155513535	0.0130768912674466	0.0114562874094547	0.0968982356379689	0	0.266229993289613	0	0	0	0	0.0504001901930971	0.0381722336816623	0.0247144077625899	0	0.108843526232251	0.287939466941193	0.0030337217922548	0.000843148468406378	0.0821892817727081	0	0	0	0.187	0.0832371387585238	1.05179941966542
SA507564	0	0.0224983545399015	0.0307739632693001	0.287657857250202	0	0.119781047435366	0	0.0428337449930878	0.0188794750981009	0.0134694768549461	0.0204291441898936	0.0366488553447917	0.0229147870824942	0	0.0755319499392064	0.289016784509126	0	0	0.019564559493584	0	0	0	0.015	0.21523974374824	1.00396851635594
SA507566	0.00942222276910269	0	0.0286007810943836	0.189149646664922	0	0.154056780933289	0	0.0103748170487142	0	0.0169948526470576	0	0.144195196019667	0.00349583528215849	0.00729770792158028	0.121343175300747	0.197902698386627	0.0192811894356581	0	0.0902687593281941	0	0	0.00761633716789818	0.004	0.264567798579995	0.982224319816614
SA507567	0	0.0284599950536758	0.0243372472837629	0.482514182058943	0	0.0856963671429045	0.00108728674390733	0.0359933964608245	0.050865832402872	0	0	0.0799509769697285	0.0122740149536185	0	0.0435353534925108	0.137267739185211	0	0.000304853401015475	0.0172842722843503	0	0	0.000428482566675358	0	0.409329913393041	0.922403584136091
SA507570	0.0164506785486537	0	0.00286641237652374	0.526049034814305	0	0.0390173830617593	0.00297718882980886	0.0269539201556963	0.0154229312346034	0.0221614113562573	0	0.05961320163299	0	0	0.0535032388688257	0.152647228058083	0.00791490801037294	0	0.0661670082327229	0	0	0.00825545481939769	0.034	0.16374888932735	1.0535360251168
SA507573	0.0198900444550688	0	0	0.0466156123612282	0	0.24328886481582	0	0.00438626712611136	0	0.0291421278013399	0	0.0623239641246085	0.0610017613181607	0	0.0398201528530528	0.406016464743382	0	0.00818808066214124	0.03975606540753	0	0.0395705943315565	0	0.181	0.0841913669159895	1.05161154071467
SA507575	0	0	0.00210468305621746	0.063573683855794	0	0.168799361118434	0	0.00915643171766758	0	0	0.125384375611829	0.0612688837619794	0.13489637619746	0	0.055514899383247	0.308184074729415	0	0	0	0.0248501468238382	0.00929177956316058	0.036975304180958	0.194	0.0811383306835753	1.05936170914608
SA507576	0.0470775936678932	0	0.0180789602314958	0.11217242788591	0	0.312169133824038	0	0	0	0.000945397677969044	0	0.0558159142304038	0.0143886525367894	0	0.0941461054417859	0.234596323193139	0.0174261533155339	0	0.0931833379950415	0	0	0	0.028	0.173542821911138	1.01478690735827
SA507578	0.0873278167835107	0	0.0771825313892194	0.0521893794276054	0	0.230009554328792	0	0.00314960052226666	0	0	0	0.0327703886018364	0.0455422706950118	0	0.0289720197592249	0.290770698928316	0.0637021327561395	0	0.0609777827662168	0	0.00992325367460004	0.0174825703672597	0.03	0.167904714565592	1.01082384442568
SA507579	0.11139279885168	0	0.00885798831861294	0.179459084999236	0	0.206816098672984	0.0139484484209441	0	0	0.0639800964619909	0	0.0823734119013326	0	0	0.0582551932084085	0.225080640456802	0	0	0.0498362387080082	0	0	0	0.874	-0.018240868069545	1.10424882266713
SA507582	0.00507254302664017	0	0.00542572604431831	0.346128316366618	0	0.138397723114037	0.0216345143817659	0.0353205913889665	0.0143749281182525	0.0236606424241096	0	0.0463492087271958	0.0155614510400259	0	0.108440215288559	0.215267828328396	0.0031330722163562	0	0.021233239534758	0	0	0	0.001	0.364030455306045	0.939084943585163
SA507587	0	0.0259159892758982	0.00650804805954876	0.245553911145523	0	0.136521416311072	0.0225081293241013	0.0261871193829285	0.00246933097572247	0.00169553646422687	0	0.014139936943723	0.115800893571947	0	0.099818402987502	0.223751327298083	0.0185307753477487	0	0.0438620911555264	0	0	0.0167370917564488	0.005	0.25341872104583	0.980826539256964
